label,seed,cross_cutting_exposure.camp_share,cross_cutting_exposure.stance_share,cross_cutting_exposure.algorithmic_share,cross_cutting_exposure.rank_penalty,cross_cutting_exposure.delta,cross_cutting_exposure.n,epistemic_alignment.quality_attention_rho,feed_narrowing.feed_dist,feed_narrowing.world_dist,feed_narrowing.bubble,feed_narrowing.topic_narrowing,feed_narrowing.n_users,hostility_given_contact.contact_rate,hostility_given_contact.hostility,hostility_given_contact.n,selection_filtering.echo_exposed,selection_filtering.echo_attended,selection_filtering.selection_shift,selection_filtering.delta,selection_filtering.n,voice_inequality.posting_gini,voice_inequality.attention_gini,voice_inequality.top1_share,voice_inequality.minority_camp_attention_share,affective_distance,animus_asymmetry,ident_animus_coupling,stance_centroid_distance,wall_s
exp01-world_b,2,0.33182798733896496,0.5393035564238312,0.4887585532746823,-0.0025661618443994505,0.3361088539553821,49601,-0.0006034582058831434,0.49282904299741687,0.6356754621067038,-0.1428464191092869,-0.09767911651446948,1498,0.16370385334074036,0.36094400740397964,39602,0.4606964435761688,0.49963195664285914,0.03893551306669035,0.3361088539553821,49601,0.6848901726804937,0.5054127928743314,0.05416393111459017,0.480102015049745,0.0720758868822367,0.0720758868822367,0.003347023401557534,1.1743297646853734,5.185277223587036
exp01-world_b,3,0.3367223618331447,0.6039797223929446,0.5283372365339578,0.0000800044020167201,0.2873385968280666,52129,0.016496072004928367,0.4971205980200403,0.6354959259267823,-0.13837532790674203,-0.1040945974543439,1499,0.1657367580189259,0.34569182856295416,40685,0.3960202776070554,0.43211961193536813,0.03609933432831275,0.2873385968280666,52129,0.6841070895093646,0.5088199006889135,0.05429519478923436,0.5235344721641882,0.09940440742044633,-0.09940440742044633,-0.023924858414570333,1.1679672790387308,5.457425594329834
exp01-world_b,4,0.3336251507723435,0.5300476880416263,0.49833253930443067,0.0008503124886261038,0.3432782057236572,51402,-0.00035957774283316887,0.4926398707339903,0.642602343886931,-0.1499624731529408,-0.0997517379083035,1499,0.1637594759696769,0.36704119850187267,40761,0.46995231195837367,0.5097739482361222,0.03982163627774854,0.3432782057236572,51402,0.6722643394675267,0.4970869655697429,0.051397168862392976,0.47800593704766814,0.08471459909514031,-0.08471459909514031,0.032886780963176404,1.1761655256237926,5.198498249053955
exp01-world_b,5,0.3377838707754664,0.5992132924541649,0.5068027210884354,-0.0056811660921121665,0.2873400739671784,50331,0.0005823500447913673,0.48993204257203843,0.6277095001348276,-0.1377774575627891,-0.10439049751473783,1499,0.1701083572051314,0.3458778737736125,40145,0.4007867075458352,0.4341992442559377,0.033412536710102525,0.2873400739671784,50331,0.6940192048929663,0.5071338878334497,0.052559471914310624,0.5290073483621871,0.012116283886827863,-0.012116283886827863,-0.0005502825628115564,1.163475607225516,5.098265886306763
exp01-world_b,6,0.33608538058799836,0.5508842198417747,0.5140986908358509,0.0064188119914979636,0.3329087372733891,49660,-0.004486601368881289,0.4987964153226016,0.63517045481704,-0.13637403949443833,-0.10611781709992707,1499,0.1665149446214535,0.3497342444950645,39546,0.4491157801582253,0.4915665185430054,0.04245073838478014,0.3329087372733891,49660,0.6658402142976729,0.4969956415909488,0.05267283669650533,0.5245283973094624,0.05233285110016522,-0.05233285110016522,-0.0016846936018784847,1.175132319255126,5.098386764526367
exp01-world_b,7,0.3233972265970115,0.5374633870479274,0.495246717971933,0.006708571158627996,0.33200695111510126,52066,-0.0045221592229284764,0.4829210694000229,0.6264418794597384,-0.14352081005971554,-0.1054411417058656,1500,0.15786219518227235,0.35547548174839416,40434,0.4625366129520726,0.4988775561061809,0.036340943154108296,0.33200695111510126,52066,0.6820180133666064,0.5036645239695341,0.053296730474353265,0.5190928426571697,0.07832506314481333,0.07832506314481333,-0.05534285563030692,1.164348401142841,5.356008052825928
exp01-null_a,0,0.2698894468664349,0.504870445096407,0.38095929177853566,-0.12657818598827333,0.30196803102671854,54363,0.004219059558569245,0.42788647693329396,0.6392254078196253,-0.2113389308863314,-0.43981777430818214,1498,0.2693434032059186,0.3830472103004292,51904,0.49512955490359306,0.49512955490359306,0.0,0.30196803102671854,54363,0.6937938332421091,0.5747635952384079,0.060091707768187425,0.4977843711467324,0.01766903478617947,0.01766903478617947,-0.010876090791676,1.1886083154162816,6.652935028076172
exp01-null_a,1,0.27395434407148755,0.5004292969874913,0.37937331093419036,-0.13078725810292346,0.30378264742411704,53268,-0.018700833819748103,0.42760500954487374,0.6302150563198156,-0.20261004677494174,-0.42189805001174907,1499,0.2727754341214559,0.3733275787656452,50965,0.4995707030125087,0.4995707030125087,0.0,0.30378264742411704,53268,0.6861084777268803,0.5614915171821788,0.060570980084371624,0.47228490140292356,0.001887654410552122,0.001887654410552122,-0.01376003740800395,1.1795771474828727,6.452034950256348
exp01-null_a,2,0.2795248339725002,0.4668188343402764,0.3814968814968815,-0.13300373585855924,0.3361088539553821,53455,-0.00688316611051167,0.4283864568264044,0.6356856589205365,-0.20729920209413225,-0.4228140237506104,1499,0.27567810521378877,0.38448996951867864,51172,0.5331811656597236,0.5331811656597236,0.0,0.3361088539553821,53455,0.6915838605104964,0.5721733117580364,0.06304228875166107,0.4682248104432111,0.07196477688561763,0.07196477688561763,0.003541676702821021,1.1744007538400556,6.548070430755615
exp01-null_a,3,0.2721521256004015,0.5237400426254046,0.37622080679405523,-0.13135220365516148,0.2873385968280666,55796,-0.0017363758797412589,0.4237775302330703,0.6349765275633282,-0.21119899733025796,-0.4590882221183952,1500,0.2724000757719265,0.3854659248956885,52790,0.4762599573745953,0.4762599573745953,0.0,0.2873385968280666,55796,0.6818790194205667,0.5760560248869264,0.0612616025762455,0.5318999810570184,0.09773199983405201,-0.09773199983405201,-0.023045225087221833,1.1680962892009976,6.9003565311431885
